"caseid","age_a","marstat","reldlife","religion","samesex","intvwyear","lifprtnr","timesmar","attnd14","fmarit","gayadopt","lifeprt","sxok18","staytog","prvntdiv","achieve"
5889,22,1,2,2,2,2002,1,1,1,1,2,1,4,1,NA,3
5762,37,1,1,2,3,2002,4,2,NA,1,2,4,2,1,NA,5
6936,32,6,1,2,3,2002,2,NA,NA,5,3,2,3,2,NA,1
6037,21,1,2,2,5,2002,7,1,3,1,5,7,2,5,NA,5
10253,37,6,2,2,2,2002,0,NA,NA,5,3,NA,2,2,NA,2
11829,37,1,NA,1,3,2002,1,1,NA,1,3,1,5,1,NA,2
11240,26,2,2,3,2,2002,30,NA,NA,5,1,30,2,2,NA,4
3018,15,6,1,2,3,2002,0,NA,2,5,2,NA,3,2,NA,2
10054,19,2,2,3,3,2002,2,NA,2,5,4,2,2,1,NA,4
2598,17,6,1,3,2,2002,2,NA,1,5,2,2,2,2,NA,2
11997,25,6,1,2,4,2002,4,NA,NA,5,3,4,4,4,NA,3
6503,36,5,NA,1,5,2002,6,1,NA,4,1,6,4,1,NA,1
10159,34,4,2,3,3,2002,5,1,NA,3,3,5,2,2,NA,3
2909,35,1,1,2,3,2002,1,1,NA,1,5,1,4,3,NA,3
6659,44,3,1,3,2,2002,2,1,NA,2,3,2,3,2,NA,3
2342,19,6,1,3,4,2002,4,NA,2,5,5,4,2,2,NA,3
9074,38,1,1,2,3,2002,1,1,NA,1,2,1,4,1,NA,2
8996,22,6,2,2,3,2002,4,NA,3,5,3,4,2,3,NA,5
9864,16,6,NA,1,2,2002,0,NA,5,5,2,NA,3,2,NA,4
6809,21,6,1,2,4,2002,0,NA,1,5,3,NA,4,4,NA,2
3853,30,6,NA,1,1,2002,3,NA,NA,5,4,3,3,2,NA,2
9940,43,6,NA,1,4,2002,4,NA,NA,5,1,4,2,2,NA,4
7007,29,1,1,2,3,2002,1,1,NA,1,3,1,3,3,NA,2
1548,21,6,1,2,2,2002,8,NA,3,5,2,8,2,3,NA,2
7615,44,1,1,2,3,2002,1,1,NA,1,3,1,3,3,NA,2
9485,40,1,1,3,2,2002,2,2,NA,1,2,2,3,2,NA,3
6156,43,5,1,2,4,2002,2,2,NA,4,2,2,4,2,NA,3
8724,43,1,2,2,3,2002,3,2,NA,1,3,3,2,2,NA,2
4794,30,6,1,2,3,2002,1,NA,NA,5,4,1,3,3,NA,2
6386,39,1,1,2,3,2002,1,1,NA,1,3,1,5,2,NA,1
11847,25,6,1,2,4,2002,0,NA,NA,5,3,NA,3,3,NA,2
11717,22,2,2,2,3,2002,1,NA,2,5,2,999,3,2,NA,2
10351,24,3,1,3,4,2002,1,1,1,2,4,1,3,4,NA,2
7881,30,6,1,2,9,2002,1,NA,NA,5,2,1,2,3,NA,2
7139,30,6,1,2,5,2002,1,NA,NA,5,3,1,5,5,NA,5
2305,20,2,1,2,3,2002,1,NA,2,5,3,1,3,3,NA,1
10579,38,6,1,2,3,2002,5,NA,NA,5,2,5,2,3,NA,3
5631,27,2,1,2,4,2002,2,NA,NA,5,4,2,3,1,NA,1
4707,29,1,1,2,3,2002,1,1,NA,1,3,1,5,5,NA,2
10447,24,2,2,2,1,2002,17,NA,3,5,1,17,2,2,NA,2
2523,28,1,1,2,2,2002,3,1,NA,1,3,3,2,4,NA,2
7473,32,2,1,3,4,2002,10,1,NA,3,3,10,2,2,NA,3
7744,34,6,1,2,2,2002,5,NA,NA,5,2,5,2,3,NA,3
7371,23,6,1,3,2,2002,10,NA,2,5,1,10,2,2,NA,4
5900,25,1,2,4,5,2002,1,1,NA,1,2,1,5,2,NA,3
271,30,6,NA,1,3,2002,0,NA,NA,5,2,NA,2,2,NA,3
8233,39,2,1,2,5,2002,2,1,NA,4,4,2,4,1,NA,2
5439,24,6,2,3,4,2002,6,NA,3,5,2,6,2,4,NA,4
5300,28,6,1,3,2,2002,5,NA,NA,5,1,5,2,3,NA,3
10800,34,4,1,3,4,2002,5,1,NA,3,4,5,2,1,NA,3
7825,38,1,1,2,3,2002,2,2,NA,1,2,2,2,1,NA,1
151,24,1,1,3,3,2002,50,1,1,1,2,50,3,3,NA,5
9131,39,1,1,4,3,2002,1,1,NA,1,2,1,3,3,NA,3
8862,38,4,1,3,3,2002,7,2,NA,3,3,7,3,3,NA,5
9533,24,6,NA,1,1,2002,15,NA,5,5,1,15,2,1,NA,3
9609,24,2,2,3,2,2002,4,NA,2,5,2,4,2,3,NA,4
6563,22,6,1,2,4,2002,0,NA,2,5,3,NA,3,4,NA,2
6142,33,4,3,3,2,2002,7,1,NA,3,2,7,3,3,NA,4
2248,26,6,1,3,2,2002,15,NA,NA,5,3,15,2,3,NA,3
6028,23,2,3,3,1,2002,4,NA,4,5,1,4,2,2,NA,3
10684,26,2,3,4,3,2002,10,NA,NA,5,2,10,1,3,NA,3
636,31,1,1,3,3,2002,5,1,NA,1,3,5,3,3,NA,2
2131,18,6,3,2,3,2002,0,NA,2,5,4,NA,3,3,NA,2
12082,28,1,2,2,2,2002,1,1,NA,1,2,1,3,2,NA,2
4300,29,6,1,2,5,2002,6,NA,NA,5,5,6,3,1,NA,2
4612,44,4,1,2,3,2002,8,1,NA,3,3,8,2,3,NA,2
12433,44,1,1,2,4,2002,1,1,NA,1,4,1,4,2,NA,1
6538,16,6,1,4,4,2002,0,NA,2,5,4,NA,4,4,NA,1
2323,21,6,2,2,3,2002,2,NA,5,5,2,2,2,1,NA,2
684,27,5,2,2,4,2002,3,98,NA,4,2,3,4,1,NA,1
12285,15,6,1,3,3,2002,0,NA,3,5,2,NA,2,3,NA,2
5600,22,1,1,4,2,2002,1,1,2,1,5,1,1,3,NA,2
4514,23,2,1,2,3,2002,3,NA,2,5,4,3,2,2,NA,1
8140,43,1,2,2,2,2002,7,1,NA,1,2,998,5,5,NA,5
6591,17,6,3,2,2,2002,0,NA,2,5,3,NA,2,4,NA,3
4482,16,6,3,2,4,2002,0,NA,3,5,2,NA,5,2,NA,3
6401,20,6,NA,1,1,2002,3,NA,5,5,1,3,1,2,NA,4
9783,31,6,2,2,5,2002,0,NA,NA,5,5,NA,5,2,NA,2
9552,26,1,2,2,4,2002,1,1,NA,1,3,1,3,1,NA,2
8962,22,1,1,4,2,2002,1,1,5,1,2,1,2,3,NA,3
6997,43,1,1,3,4,2002,2,1,NA,1,4,2,4,4,NA,2
4455,42,1,1,3,4,2002,1,1,NA,1,3,1,4,4,NA,2
5011,21,6,1,3,4,2002,0,NA,3,5,3,NA,3,2,NA,4
12054,21,6,1,3,4,2002,0,NA,1,5,3,NA,4,1,NA,4
4370,24,1,2,3,2,2002,3,1,3,1,1,3,2,2,NA,2
3833,38,5,2,2,2,2002,3,1,NA,4,2,3,2,2,NA,5
8150,39,4,2,4,2,2002,10,1,NA,3,1,10,1,1,NA,4
4991,41,4,2,2,3,2002,5,2,NA,3,1,5,2,2,NA,3
8392,23,2,2,2,4,2002,7,NA,2,5,2,7,2,2,NA,3
9402,24,1,1,2,3,2002,1,1,2,1,3,998,2,2,NA,3
11920,24,5,2,2,2,2002,1,1,2,4,3,1,2,3,NA,1
5152,32,4,1,3,2,2002,6,1,NA,3,1,6,2,3,NA,2
5825,25,6,2,2,3,2002,1,NA,NA,5,3,1,3,3,NA,2
8102,38,1,2,2,3,2002,1,1,NA,1,2,1,2,2,NA,5
2865,34,1,1,2,3,2002,1,1,NA,1,4,1,3,4,NA,2
6898,36,4,2,3,5,2002,9,1,NA,3,2,9,2,2,NA,3
1690,25,2,2,3,2,2002,8,1,NA,3,2,8,2,2,NA,3
10033,38,1,1,3,4,2002,3,2,NA,1,3,3,3,4,NA,2
2928,25,6,2,3,2,2002,12,NA,NA,5,2,12,5,3,NA,4
8212,25,1,1,3,2,2002,4,1,NA,1,2,4,5,5,NA,5
10991,17,6,1,2,1,2002,0,NA,2,5,1,NA,3,2,NA,4
4193,25,4,NA,1,1,2002,5,2,NA,3,1,5,1,1,NA,3
7659,17,6,2,3,2,2002,0,NA,5,5,2,NA,3,3,NA,3
1775,34,2,1,2,1,2002,7,NA,NA,5,2,7,1,2,NA,1
7955,44,1,1,3,3,2002,2,1,NA,1,5,2,3,4,NA,2
3497,21,4,2,2,1,2002,5,1,5,3,2,5,2,1,NA,3
10325,42,1,1,2,4,2002,1,1,NA,1,4,1,2,1,NA,1
5502,40,1,2,4,2,2002,10,1,NA,1,2,10,2,4,NA,4
1582,30,1,2,3,2,2002,7,1,NA,1,2,7,2,2,NA,2
5371,29,1,2,3,1,2002,1,1,NA,1,2,1,1,3,NA,4
10471,36,6,2,3,4,2002,5,NA,NA,5,4,5,5,3,NA,3
4799,38,6,1,3,3,2002,8,NA,NA,5,9,8,3,2,NA,2
9322,34,1,NA,1,2,2002,6,1,NA,1,2,6,2,2,NA,2
5973,38,6,1,3,4,2002,8,NA,NA,5,2,8,2,1,NA,2
4924,20,6,NA,1,2,2002,5,NA,2,5,1,5,2,3,NA,3
5254,21,2,2,2,3,2002,6,NA,3,5,2,6,3,2,NA,3
4648,31,6,NA,1,1,2002,6,NA,NA,5,1,6,5,5,NA,4
9504,31,6,1,3,3,2002,3,NA,NA,5,5,3,3,1,NA,1
8483,44,6,2,3,4,2002,2,NA,NA,5,3,2,2,2,NA,3
9495,19,6,NA,1,3,2002,1,NA,3,5,2,1,2,3,NA,3
5034,15,6,1,2,3,2002,0,NA,2,5,2,NA,3,2,NA,1
6998,15,6,NA,1,3,2002,0,NA,5,5,2,NA,2,2,NA,3
9645,37,2,2,3,2,2002,7,NA,NA,5,2,7,5,2,NA,3
7394,39,6,1,2,9,2002,3,NA,NA,5,5,3,5,3,NA,2
5697,29,6,2,3,2,2002,5,NA,NA,5,2,5,2,2,NA,3
11291,35,6,NA,1,2,2002,17,NA,NA,5,2,17,2,3,NA,1
7488,29,1,1,2,3,2002,4,1,NA,1,3,4,2,5,NA,2
7322,38,6,2,3,4,2002,3,NA,NA,5,4,3,5,1,NA,3
8701,22,6,1,3,5,2002,5,NA,5,5,5,5,2,2,NA,3
2287,24,6,1,3,5,2002,3,NA,5,5,5,3,2,2,NA,4
6785,22,1,NA,1,3,2002,1,1,2,1,3,1,2,2,NA,2
8945,26,6,3,4,3,2002,6,NA,NA,5,2,6,2,2,NA,3
2799,26,1,1,2,4,2002,1,1,NA,1,3,1,2,4,NA,2
223,37,5,1,3,4,2002,45,2,NA,4,3,45,2,3,NA,5
1455,19,2,2,2,2,2002,6,NA,5,5,5,6,2,2,NA,2
6632,35,6,1,3,4,2002,8,NA,NA,5,3,8,3,3,NA,2
3766,37,6,1,3,4,2002,4,NA,NA,5,4,4,4,2,NA,1
1800,44,2,NA,1,1,2002,2,NA,NA,5,2,2,2,2,NA,4
2117,19,2,NA,1,3,2002,3,NA,5,5,2,3,2,3,NA,3
1447,30,1,1,3,4,2002,2,1,NA,1,4,2,3,3,NA,2
3726,17,6,2,2,3,2002,0,NA,2,5,4,NA,2,4,NA,1
10064,23,2,1,3,2,2002,3,NA,2,5,2,3,5,5,NA,3
5947,30,6,1,2,4,2002,8,NA,NA,5,3,8,3,2,NA,3
4336,18,6,2,4,2,2002,0,NA,4,5,2,NA,2,3,NA,3
3113,31,6,NA,1,2,2002,5,NA,NA,5,5,5,2,2,NA,3
10622,37,6,1,3,5,2002,10,NA,NA,5,2,10,5,1,NA,5
10501,25,6,1,2,5,2002,11,NA,NA,5,5,998,5,5,NA,1
8740,42,4,1,3,4,2002,4,1,NA,3,2,4,4,2,NA,4
2923,17,6,NA,1,2,2002,2,NA,3,5,2,2,2,2,NA,2
10766,27,6,1,3,3,2002,2,NA,NA,5,2,2,2,2,NA,2
9886,20,6,1,2,2,2002,1,NA,2,5,2,1,2,1,NA,2
3991,26,6,2,3,4,2002,5,NA,NA,5,2,5,4,3,NA,4
7184,44,6,1,3,4,2002,1,NA,NA,5,4,1,4,4,NA,2
4199,32,1,1,2,3,2002,1,1,NA,1,4,1,2,3,NA,3
11187,28,1,1,2,4,2002,2,1,NA,1,1,2,3,3,NA,3
10557,22,6,NA,1,4,2002,4,NA,4,5,4,4,2,2,NA,3
9732,17,6,3,3,3,2002,0,NA,5,5,1,NA,2,2,NA,3
10257,16,6,3,3,4,2002,0,NA,3,5,1,NA,1,1,NA,3
2356,23,6,9,3,4,2002,17,NA,1,5,3,17,1,1,NA,4
10003,41,6,1,3,3,2002,0,NA,NA,5,5,NA,3,3,NA,3
2652,34,6,1,3,4,2002,1,NA,NA,5,3,1,3,4,NA,2
1992,23,6,NA,1,3,2002,1,NA,3,5,5,1,2,5,NA,2
6251,33,1,1,3,3,2002,2,1,NA,1,3,2,3,1,NA,1
1664,16,6,NA,1,3,2002,0,NA,3,5,3,NA,3,2,NA,2
8383,25,2,2,3,3,2002,3,NA,NA,5,3,3,3,2,NA,2
2706,28,5,1,3,4,2002,1,1,NA,4,4,1,3,2,NA,1
6994,26,2,1,2,4,2002,1,NA,NA,5,3,1,2,1,NA,4
8296,26,5,NA,1,1,2002,1,1,NA,4,4,1,4,3,NA,1
11815,36,5,3,3,1,2002,50,2,NA,4,1,50,1,2,NA,5
5046,27,1,2,2,1,2002,5,1,NA,1,1,5,2,1,NA,1
2002,33,1,2,2,3,2002,1,1,NA,1,4,1,3,2,NA,2
8600,28,1,1,2,5,2002,1,1,NA,1,2,1,2,2,NA,1
772,23,6,1,2,4,2002,1,NA,2,5,4,1,2,2,NA,1
8999,36,1,1,2,4,2002,1,1,NA,1,4,1,4,3,NA,2
1808,25,6,NA,1,4,2002,5,NA,NA,5,2,5,3,3,NA,2
2180,27,1,1,4,2,2002,3,1,NA,1,1,3,2,1,NA,4
5728,25,1,1,2,4,2002,2,1,NA,1,4,2,2,1,NA,1
1209,21,2,1,2,3,2002,3,NA,3,5,4,3,2,1,NA,2
12197,32,1,1,2,4,2002,1,1,NA,1,3,1,2,2,NA,2
3569,30,2,1,3,2,2002,10,NA,NA,5,9,10,2,3,NA,3
10540,41,1,1,2,3,2002,1,1,NA,1,2,1,3,2,NA,2
6518,25,2,3,2,2,2002,1,NA,NA,5,3,1,2,2,NA,2
7457,20,6,1,2,5,2002,0,NA,3,5,5,NA,3,2,NA,4
9021,35,1,2,2,4,2002,4,1,NA,1,3,4,5,2,NA,2
1972,36,1,1,2,5,2002,17,2,NA,1,5,17,2,2,NA,3
11567,41,1,2,2,3,2002,1,1,NA,1,5,1,5,5,NA,2
3102,34,1,1,2,4,2002,1,1,NA,1,4,1,2,2,NA,3
10014,22,1,NA,1,2,2002,1,1,5,1,3,1,2,4,NA,3
5462,41,1,3,2,2,2002,9,2,NA,1,2,9,2,5,NA,3
4445,20,6,2,2,2,2002,2,NA,2,5,2,2,2,5,NA,5
10070,30,6,2,3,3,2002,2,NA,NA,5,3,2,2,3,NA,2
10226,43,6,1,3,9,2002,0,NA,NA,5,9,NA,3,3,NA,3
8119,21,2,1,3,4,2002,1,NA,2,5,4,1,4,3,NA,3
4545,44,4,2,3,3,2002,10,2,NA,3,3,10,3,1,NA,3
4117,21,2,NA,1,2,2002,12,NA,2,5,2,12,2,3,NA,3
10347,44,4,1,3,4,2002,5,1,NA,3,4,5,5,5,NA,3
11943,27,1,1,3,3,2002,10,1,NA,1,2,10,2,2,NA,3
2674,21,2,2,2,2,2002,12,NA,2,5,2,12,2,2,NA,1
8791,43,6,2,3,1,2002,0,NA,NA,5,1,NA,2,2,NA,4
10061,27,1,2,3,3,2002,2,1,NA,1,3,2,5,3,NA,5
8685,30,5,NA,1,2,2002,40,1,NA,4,2,40,2,2,NA,2
5784,43,1,2,2,5,2002,3,1,NA,1,4,3,2,2,NA,5
9718,43,1,2,3,2,2002,3,1,NA,1,2,3,3,3,NA,3
11462,44,1,1,2,3,2002,7,1,NA,1,2,7,2,2,NA,2
9710,17,6,2,2,2,2002,1,NA,2,5,2,1,2,3,NA,3
6731,41,1,1,3,4,2002,1,1,NA,1,4,1,4,4,NA,2
12154,33,1,NA,1,2,2002,28,1,NA,1,1,28,2,1,NA,3
4926,40,1,1,3,4,2002,4,2,NA,1,3,4,2,1,NA,1
10455,43,1,1,2,4,2002,10,2,NA,1,4,10,3,4,NA,1
6099,16,6,2,2,2,2002,1,NA,3,5,1,1,1,5,NA,4
444,40,1,1,2,4,2002,5,2,NA,1,5,5,4,1,NA,4
520,32,1,1,3,3,2002,3,2,NA,1,3,3,3,3,NA,2
5906,21,6,1,2,2,2002,2,NA,3,5,1,2,2,3,NA,4
3413,18,6,NA,1,2,2002,4,NA,4,5,1,4,2,2,NA,4
6379,30,1,1,3,5,2002,8,2,NA,1,2,8,3,5,NA,3
3193,16,6,1,2,3,2002,0,NA,1,5,2,NA,3,5,NA,4
2293,17,6,1,2,5,2002,0,NA,1,5,2,NA,3,2,NA,4
3195,37,1,2,4,3,2002,4,1,NA,1,2,4,3,4,NA,2
4439,43,1,1,2,5,2002,1,1,NA,1,3,1,3,5,NA,3
4004,17,6,2,3,3,2002,0,NA,5,5,2,NA,3,2,NA,3
955,16,6,1,2,3,2002,0,NA,2,5,2,NA,2,4,NA,3
10458,22,6,2,2,2,2002,1,NA,2,5,2,1,2,3,NA,3
11540,34,1,1,3,3,2002,1,1,NA,1,3,1,3,3,NA,3
11622,41,1,2,2,3,2002,1,1,NA,1,5,1,2,2,NA,5
7242,18,6,3,4,2,2002,0,NA,3,5,2,NA,2,3,NA,3
602,31,1,2,2,2,2002,1,1,NA,1,2,1,2,2,NA,3
3234,38,2,1,2,2,2002,6,1,NA,3,1,6,2,3,NA,2
8011,17,6,2,4,2,2002,0,NA,3,5,1,NA,2,3,NA,4
8186,43,4,1,2,5,2002,10,1,NA,3,2,10,3,5,NA,3
5210,33,1,1,2,2,2002,10,1,NA,1,2,10,2,2,NA,3
11010,31,1,2,3,2,2002,1,1,NA,1,2,1,2,2,NA,3
8312,19,6,2,2,2,2002,0,NA,2,5,2,NA,5,4,NA,4
11713,29,6,1,3,4,2002,0,NA,NA,5,4,NA,3,3,NA,5
8947,23,6,1,3,4,2002,25,NA,5,5,4,999,4,4,NA,2
6508,28,2,NA,1,2,2002,1,NA,NA,5,2,1,2,2,NA,5
11547,25,6,NA,1,2,2002,30,NA,NA,5,2,999,2,3,NA,4
9151,29,6,1,3,4,2002,15,NA,NA,5,4,999,4,4,NA,3
2576,40,1,2,3,3,2002,10,1,NA,1,5,10,3,5,NA,2
11599,43,4,2,2,2,2002,5,1,NA,3,2,5,2,4,NA,2
1316,40,6,3,2,3,2002,0,NA,NA,5,2,NA,2,2,NA,4
8367,15,6,2,3,3,2002,0,NA,2,5,3,NA,2,5,NA,1
10198,42,1,1,2,3,2002,7,2,NA,1,2,7,2,3,NA,3
7092,19,6,2,2,3,2002,2,NA,3,5,3,2,2,4,NA,2
5596,29,1,2,3,3,2002,3,1,NA,1,3,3,2,3,NA,3
7004,18,6,2,2,2,2002,1,NA,4,5,2,1,2,2,NA,2
929,27,1,NA,1,2,2002,4,1,NA,1,2,4,2,1,NA,2
87,15,6,1,3,2,2002,0,NA,1,5,1,NA,2,5,NA,3
11652,33,1,1,3,1,2002,5,1,NA,1,1,5,2,1,NA,4
5358,41,1,1,2,4,2002,3,1,NA,1,3,3,3,3,NA,3
2154,29,1,2,3,2,2002,19,1,NA,1,2,19,2,5,NA,3
11692,21,6,3,3,2,2002,3,NA,5,5,2,3,2,3,NA,4
7851,20,6,1,3,5,2002,1,NA,3,5,2,1,5,4,NA,4
4475,41,1,1,3,4,2002,3,1,NA,1,3,3,4,2,NA,2
3104,34,1,3,3,3,2002,2,1,NA,1,2,2,2,2,NA,2
1268,24,2,1,3,4,2002,2,1,2,3,4,2,3,2,NA,2
10725,19,6,1,3,3,2002,0,NA,2,5,3,NA,2,3,NA,3
1677,20,6,1,3,4,2002,0,NA,1,5,4,NA,3,3,NA,2
8274,27,6,1,3,3,2002,10,NA,NA,5,2,10,3,3,NA,4
5042,18,6,1,3,4,2002,5,NA,1,5,3,5,2,1,NA,3
292,33,1,1,3,3,2002,10,1,NA,1,4,10,2,3,NA,2
9464,27,6,NA,1,4,2002,10,NA,NA,5,3,10,2,4,NA,5
2007,34,6,1,3,3,2002,5,NA,NA,5,3,5,2,3,NA,3
6928,22,6,1,3,2,2002,22,NA,3,5,2,22,2,3,NA,3
9945,27,2,NA,1,3,2002,6,NA,NA,5,3,6,2,3,NA,2
10246,35,6,2,2,4,2002,5,NA,NA,5,4,5,3,1,NA,4
5982,42,6,1,3,4,2002,9,NA,NA,5,4,9,4,2,NA,3
12514,30,6,1,3,3,2002,8,NA,NA,5,3,999,3,3,NA,3
9791,36,3,3,3,4,2002,20,1,NA,2,4,999,2,2,NA,3
12052,22,6,1,3,2,2002,13,NA,2,5,2,13,2,3,NA,4
5676,24,1,NA,1,3,2002,4,1,1,1,2,4,2,3,NA,3
11441,44,4,1,3,4,2002,3,1,NA,3,9,3,3,3,NA,3
10915,38,6,1,4,4,2002,5,NA,NA,5,3,5,2,3,NA,5
7998,28,6,1,3,5,2002,20,NA,NA,5,5,20,3,3,NA,3
10952,40,2,1,3,1,2002,5,1,NA,4,5,5,1,1,NA,4
12521,39,2,NA,1,3,2002,4,NA,NA,5,2,4,4,3,NA,3
3103,22,2,2,3,3,2002,8,NA,3,5,2,8,2,4,NA,4
3834,36,6,1,3,4,2002,5,NA,NA,5,2,5,3,1,NA,3
11348,33,5,1,3,2,2002,10,1,NA,4,3,10,2,2,NA,3
11760,25,6,1,3,2,2002,6,NA,NA,5,2,6,3,3,NA,3
1742,38,1,1,3,4,2002,2,1,NA,1,4,2,3,4,NA,2
49,28,4,1,3,2,2002,15,1,NA,3,2,15,2,2,NA,3
11473,28,1,1,3,4,2002,6,1,NA,1,4,6,2,4,NA,3
351,15,6,1,3,2,2002,4,NA,3,5,2,4,2,4,NA,3
5931,26,6,2,3,4,2002,16,NA,NA,5,2,16,2,2,NA,3
8971,29,6,1,3,3,2002,10,NA,NA,5,3,10,3,3,NA,2
4182,27,6,NA,1,3,2002,0,NA,NA,5,3,NA,3,3,NA,3
4246,27,6,1,3,3,2002,50,NA,NA,5,2,50,3,2,NA,2
6197,25,1,1,3,4,2002,6,1,NA,1,4,6,3,3,NA,3
5386,32,6,NA,1,2,2002,9,NA,NA,5,3,9,2,2,NA,3
8409,43,1,1,3,2,2002,3,2,NA,1,3,3,3,2,NA,3
1504,17,6,1,3,3,2002,0,NA,3,5,2,NA,2,3,NA,4
12037,44,1,1,3,5,2002,10,2,NA,1,3,10,5,3,NA,3
7105,15,6,2,3,4,2002,0,NA,2,5,4,NA,3,3,NA,2
10481,20,6,2,3,3,2002,7,NA,5,5,5,7,2,3,NA,5
2688,33,6,NA,1,4,2002,25,NA,NA,5,4,25,2,1,NA,1
5505,16,6,1,3,3,2002,0,NA,1,5,2,NA,2,3,NA,3
8309,16,6,1,1,4,2002,0,NA,2,5,3,NA,3,1,NA,3
3171,34,1,1,3,4,2002,20,1,NA,1,2,20,2,2,NA,3
4614,33,6,1,3,2,2002,10,NA,NA,5,1,10,2,2,NA,3
12121,33,1,1,3,4,2002,6,1,NA,1,3,6,5,3,NA,3
1208,18,6,1,3,4,2002,6,NA,4,5,4,6,3,4,NA,4
4922,34,6,1,3,2,2002,6,NA,NA,5,2,6,3,4,NA,4
7405,19,6,1,3,1,2002,9,NA,3,5,1,9,2,2,NA,3
3778,25,6,1,3,2,2002,6,NA,NA,5,5,6,3,4,NA,3
868,32,6,1,3,3,2002,4,NA,NA,5,4,4,2,2,NA,4
5428,29,4,2,2,1,2002,20,1,NA,3,2,20,2,3,NA,3
9445,44,6,1,3,1,2002,15,NA,NA,5,2,15,2,2,NA,4
3888,31,6,NA,1,4,2002,10,NA,NA,5,3,10,3,1,NA,2
6001,27,6,1,2,3,2002,7,NA,NA,5,3,7,3,3,NA,3
11881,19,6,1,3,4,2002,2,NA,2,5,4,2,3,3,NA,2
11758,15,6,2,3,2,2002,0,NA,4,5,2,NA,2,2,NA,3
7406,25,2,2,3,4,2002,30,NA,NA,5,3,30,3,3,NA,3
4495,34,6,2,3,3,2002,16,NA,NA,5,2,998,3,3,NA,2
9751,29,6,1,3,4,2002,4,NA,NA,5,1,4,4,1,NA,1
3721,26,2,1,3,4,2002,7,NA,NA,5,2,7,2,2,NA,2
11504,36,5,1,3,4,2002,3,1,NA,4,4,3,4,5,NA,3
848,43,1,1,3,3,2002,2,2,NA,1,4,2,3,3,NA,2
10081,28,1,1,3,4,2002,5,1,NA,1,4,5,4,4,NA,3
8981,28,1,1,3,4,2002,1,1,NA,1,4,1,4,3,NA,3
11612,21,6,1,3,5,2002,4,NA,2,5,2,4,3,4,NA,1
1406,40,5,2,3,3,2002,30,1,NA,4,3,30,2,2,NA,1
9690,34,1,1,3,2,2002,10,1,NA,1,2,10,2,4,NA,2
2149,35,6,NA,1,2,2002,5,NA,NA,5,2,5,2,2,NA,2
3450,28,2,1,3,2,2002,6,NA,NA,5,1,6,4,3,NA,4
12292,44,4,1,3,4,2002,28,1,NA,3,4,28,4,1,NA,1
90,43,6,1,3,2,2002,45,NA,NA,5,2,45,2,3,NA,3
11722,26,6,1,3,3,2002,5,NA,NA,5,4,5,2,3,NA,2
5215,17,6,2,3,3,2002,2,NA,2,5,2,2,2,2,NA,2
8162,23,6,1,3,4,2002,20,NA,1,5,2,20,2,4,NA,2
2550,19,5,2,4,3,2002,1,1,4,4,3,1,3,2,NA,3
3438,32,6,1,3,4,2002,6,NA,NA,5,4,6,4,3,NA,4
8183,34,2,NA,1,3,2002,3,1,NA,3,3,3,3,2,NA,3
5799,33,5,1,3,3,2002,5,2,NA,4,9,5,3,2,NA,2
10028,15,6,2,3,3,2002,1,NA,1,5,2,1,2,3,NA,2
11850,40,6,1,3,3,2002,0,NA,NA,5,3,NA,4,2,NA,2
5060,40,4,1,3,4,2002,2,1,NA,3,4,2,4,3,NA,3
5458,34,6,1,3,3,2002,7,NA,NA,5,2,7,3,3,NA,3
9588,15,6,2,3,2,2002,0,NA,3,5,1,NA,3,4,NA,3
8539,37,2,1,4,2,2002,30,1,NA,3,2,30,2,3,NA,4
3689,33,1,1,3,3,2002,1,1,NA,1,5,1,5,3,NA,3
5062,19,6,1,3,2,2002,0,NA,1,5,2,NA,2,3,NA,3
10187,15,6,3,4,3,2002,0,NA,4,5,2,NA,4,4,NA,3
540,39,6,NA,1,3,2002,5,NA,NA,5,4,5,1,1,NA,2
6592,28,2,1,2,4,2002,2,NA,NA,5,4,2,4,1,NA,1
8713,26,1,1,3,3,2002,11,1,NA,1,2,11,2,2,NA,2
3544,31,6,2,2,4,2002,2,NA,NA,5,4,2,2,2,NA,2
11130,27,1,1,3,3,2002,1,1,NA,1,4,1,2,2,NA,1
2000,34,1,2,2,2,2002,1,1,NA,1,3,1,3,2,NA,1
5249,33,1,1,2,4,2002,1,1,NA,1,2,1,2,2,NA,1
7550,34,4,1,3,3,2002,2,1,NA,3,3,2,3,3,NA,2
11476,25,1,1,2,1,2002,1,1,NA,1,4,1,3,1,NA,2
7593,34,6,1,2,4,2002,10,NA,NA,5,4,10,2,3,NA,3
4636,40,6,1,2,3,2002,6,NA,NA,5,3,6,4,3,NA,3
759,31,1,1,2,3,2002,1,1,NA,1,3,1,2,2,NA,2
3449,31,6,NA,1,4,2002,4,NA,NA,5,2,4,3,3,NA,2
6047,32,1,1,3,3,2002,5,1,NA,1,4,5,5,2,NA,3
6046,29,1,1,2,3,2002,1,1,NA,1,3,1,3,2,NA,5
1541,30,1,2,2,2,2002,2,1,NA,1,2,2,2,3,NA,3
2260,41,4,2,3,5,2002,9,1,NA,3,5,9,3,3,NA,2
3982,32,1,2,3,4,2002,25,2,NA,1,4,25,2,1,NA,2
4347,28,1,NA,1,5,2002,2,1,NA,1,5,2,1,3,NA,3
