"caseid","age_a","marstat","reldlife","religion","samesex","intvwyear","lifprtnr","timesmar","attnd14","fmarit","gayadopt","lifeprt","sxok18","staytog","prvntdiv","achieve"
81399,18,6,NA,1,1,2019,1,NA,7,5,NA,NA,NA,NA,NA,NA
81401,23,6,NA,1,2,2018,4,NA,7,5,NA,NA,NA,NA,NA,NA
81402,36,1,2,2,2,2019,5,1,NA,1,NA,NA,NA,NA,NA,NA
81403,20,6,2,3,2,2019,4,NA,1,5,NA,NA,NA,NA,NA,NA
81408,33,6,NA,1,1,2019,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81409,21,6,1,3,4,2018,10,NA,1,5,NA,NA,NA,NA,NA,NA
81411,48,4,3,3,2,2019,50,2,NA,3,NA,NA,NA,NA,NA,NA
81414,26,2,NA,1,2,2018,3,NA,NA,5,NA,NA,NA,NA,NA,NA
81418,19,6,NA,1,1,2018,0,NA,5,5,NA,NA,NA,NA,NA,NA
81419,43,1,2,2,2,2018,21,1,NA,1,NA,NA,NA,NA,NA,NA
81420,17,6,2,3,2,2017,0,NA,7,5,NA,NA,NA,NA,NA,NA
81421,37,2,NA,1,2,2017,25,NA,NA,5,NA,NA,NA,NA,NA,NA
81424,27,1,1,3,4,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
81426,16,6,3,3,2,2018,0,NA,6,5,NA,NA,NA,NA,NA,NA
81427,44,1,2,3,2,2018,15,1,NA,1,NA,NA,NA,NA,NA,NA
81430,27,6,NA,1,3,2018,5,NA,NA,5,NA,NA,NA,NA,NA,NA
81431,32,1,2,3,2,2018,7,1,NA,1,NA,NA,NA,NA,NA,NA
81432,44,2,NA,1,2,2018,15,NA,NA,5,NA,NA,NA,NA,NA,NA
81436,36,6,2,2,1,2018,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81444,29,1,3,4,1,2018,6,2,NA,1,NA,NA,NA,NA,NA,NA
81445,26,2,1,3,3,2018,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81448,44,1,2,2,2,2018,5,1,NA,1,NA,NA,NA,NA,NA,NA
81449,48,5,1,2,1,2019,4,1,NA,4,NA,NA,NA,NA,NA,NA
81452,17,6,2,2,2,2019,2,NA,5,5,NA,NA,NA,NA,NA,NA
81453,38,6,NA,1,2,2019,12,NA,NA,5,NA,NA,NA,NA,NA,NA
81455,23,6,NA,1,1,2017,17,NA,2,5,NA,NA,NA,NA,NA,NA
81456,27,6,2,3,2,2018,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81460,17,6,NA,1,1,2018,0,NA,3,5,NA,NA,NA,NA,NA,NA
81462,23,2,2,3,2,2018,15,1,7,4,NA,NA,NA,NA,NA,NA
81463,23,6,2,2,2,2018,6,NA,2,5,NA,NA,NA,NA,NA,NA
81464,41,1,2,3,2,2018,30,2,NA,1,NA,NA,NA,NA,NA,NA
81466,45,1,1,3,4,2018,30,4,NA,1,NA,NA,NA,NA,NA,NA
81471,18,6,NA,1,1,2019,3,NA,7,5,NA,NA,NA,NA,NA,NA
81472,33,1,NA,1,2,2018,10,1,NA,1,NA,NA,NA,NA,NA,NA
81475,18,6,NA,1,1,2019,0,NA,7,5,NA,NA,NA,NA,NA,NA
81477,44,4,NA,1,5,2018,50,2,NA,3,NA,NA,NA,NA,NA,NA
81483,40,1,2,2,4,2018,4,1,NA,1,NA,NA,NA,NA,NA,NA
81484,46,1,1,2,3,2018,2,1,NA,1,NA,NA,NA,NA,NA,NA
81485,45,5,NA,1,2,2017,15,1,NA,4,NA,NA,NA,NA,NA,NA
81486,39,5,1,4,2,2019,1,1,NA,4,NA,NA,NA,NA,NA,NA
81487,34,1,NA,1,2,2019,20,1,NA,1,NA,NA,NA,NA,NA,NA
81491,29,6,3,3,2,2019,30,NA,NA,5,NA,NA,NA,NA,NA,NA
81492,39,1,NA,1,1,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
81493,29,6,NA,1,3,2017,25,NA,NA,5,NA,NA,NA,NA,NA,NA
81494,29,6,3,3,2,2019,13,NA,NA,5,NA,NA,NA,NA,NA,NA
81497,47,1,1,2,1,2019,12,1,NA,1,NA,NA,NA,NA,NA,NA
81498,20,6,NA,1,1,2018,2,NA,6,5,NA,NA,NA,NA,NA,NA
81500,28,1,1,3,2,2018,2,1,NA,1,NA,NA,NA,NA,NA,NA
81501,22,6,1,3,2,2017,14,NA,7,5,NA,NA,NA,NA,NA,NA
81505,36,1,1,2,2,2018,50,1,NA,1,NA,NA,NA,NA,NA,NA
81507,43,6,NA,1,4,2019,20,NA,NA,5,NA,NA,NA,NA,NA,NA
81509,15,6,NA,1,3,2019,0,NA,4,5,NA,NA,NA,NA,NA,NA
81513,37,2,NA,1,2,2017,20,NA,NA,5,NA,NA,NA,NA,NA,NA
81518,44,4,3,3,1,2017,15,1,NA,3,NA,NA,NA,NA,NA,NA
81519,19,6,2,2,1,2019,4,NA,2,5,NA,NA,NA,NA,NA,NA
81520,33,6,1,3,4,2017,10,NA,NA,5,NA,NA,NA,NA,NA,NA
81521,18,6,1,2,2,2019,2,NA,7,5,NA,NA,NA,NA,NA,NA
81523,27,6,3,2,2,2017,15,NA,NA,5,NA,NA,NA,NA,NA,NA
81525,38,6,2,3,1,2019,3,NA,NA,5,NA,NA,NA,NA,NA,NA
81526,38,6,NA,1,1,2018,23,NA,NA,5,NA,NA,NA,NA,NA,NA
81528,40,1,3,2,1,2019,12,1,NA,1,NA,NA,NA,NA,NA,NA
81530,15,6,2,2,2,2018,0,NA,6,5,NA,NA,NA,NA,NA,NA
81531,30,6,1,2,4,2019,15,NA,NA,5,NA,NA,NA,NA,NA,NA
81532,18,6,2,2,3,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81533,32,6,2,3,2,2019,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81536,24,6,2,3,4,2019,2,NA,2,5,NA,NA,NA,NA,NA,NA
81539,16,6,NA,1,2,2018,0,NA,5,5,NA,NA,NA,NA,NA,NA
81542,15,6,2,2,2,2019,0,NA,4,5,NA,NA,NA,NA,NA,NA
81544,49,1,1,2,2,2018,15,2,NA,1,NA,NA,NA,NA,NA,NA
81545,36,6,1,4,2,2019,1,NA,NA,5,NA,NA,NA,NA,NA,NA
81546,42,1,1,3,3,2017,11,1,NA,1,NA,NA,NA,NA,NA,NA
81550,16,6,2,2,1,2019,0,NA,2,5,NA,NA,NA,NA,NA,NA
81555,23,6,NA,1,1,2018,3,NA,7,5,NA,NA,NA,NA,NA,NA
81560,33,6,NA,1,1,2019,50,NA,NA,5,NA,NA,NA,NA,NA,NA
81562,44,6,1,3,5,2019,7,NA,NA,5,NA,NA,NA,NA,NA,NA
81565,46,1,3,2,1,2018,10,2,NA,1,NA,NA,NA,NA,NA,NA
81566,30,2,2,2,2,2018,4,NA,NA,5,NA,NA,NA,NA,NA,NA
81568,18,6,1,3,1,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81569,33,1,2,4,3,2018,1,1,NA,1,NA,NA,NA,NA,NA,NA
81571,30,2,2,3,3,2018,8,NA,NA,5,NA,NA,NA,NA,NA,NA
81572,21,6,NA,1,2,2019,10,NA,6,5,NA,NA,NA,NA,NA,NA
81573,21,6,1,3,3,2018,1,NA,3,5,NA,NA,NA,NA,NA,NA
81576,20,6,NA,1,2,2019,0,NA,6,5,NA,NA,NA,NA,NA,NA
81577,48,4,NA,1,1,2017,5,1,NA,3,NA,NA,NA,NA,NA,NA
81578,31,6,3,2,2,2017,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81581,44,1,1,3,4,2018,10,1,NA,1,NA,NA,NA,NA,NA,NA
81583,37,4,NA,1,1,2019,5,1,NA,3,NA,NA,NA,NA,NA,NA
81584,37,6,1,3,4,2019,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81585,27,6,NA,1,1,2018,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81586,22,6,NA,1,1,2019,1,NA,2,5,NA,NA,NA,NA,NA,NA
81588,45,6,3,2,2,2019,40,NA,NA,5,NA,NA,NA,NA,NA,NA
81589,46,1,NA,1,2,2019,5,2,NA,1,NA,NA,NA,NA,NA,NA
81592,34,6,NA,1,1,2018,8,NA,NA,5,NA,NA,NA,NA,NA,NA
81593,29,5,2,3,1,2018,2,1,NA,4,NA,NA,NA,NA,NA,NA
81602,15,6,NA,1,1,2018,0,NA,6,5,NA,NA,NA,NA,NA,NA
81606,47,4,1,3,4,2018,12,2,NA,3,NA,NA,NA,NA,NA,NA
81607,28,1,2,2,2,2018,3,1,NA,1,NA,NA,NA,NA,NA,NA
81612,42,4,2,3,2,2017,10,2,NA,3,NA,NA,NA,NA,NA,NA
81614,43,1,NA,1,2,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
81617,39,1,3,3,2,2019,10,1,NA,1,NA,NA,NA,NA,NA,NA
81620,16,6,3,3,1,2019,0,NA,5,5,NA,NA,NA,NA,NA,NA
81622,43,1,NA,1,2,2017,5,2,NA,1,NA,NA,NA,NA,NA,NA
81623,25,6,2,2,1,2019,13,NA,2,5,NA,NA,NA,NA,NA,NA
81626,18,6,3,3,2,2019,1,NA,5,5,NA,NA,NA,NA,NA,NA
81628,27,1,3,2,1,2018,7,1,NA,1,NA,NA,NA,NA,NA,NA
81629,38,1,1,3,4,2018,6,1,NA,1,NA,NA,NA,NA,NA,NA
81631,26,6,NA,1,2,2018,2,NA,NA,5,NA,NA,NA,NA,NA,NA
81633,37,1,1,2,3,2019,10,1,NA,1,NA,NA,NA,NA,NA,NA
81636,47,1,2,2,3,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
81639,16,6,2,2,3,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81640,28,6,2,4,3,2018,2,NA,NA,5,NA,NA,NA,NA,NA,NA
81642,47,1,3,4,2,2019,9,1,NA,1,NA,NA,NA,NA,NA,NA
81645,25,6,NA,1,1,2018,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81647,43,4,2,3,4,2018,7,1,NA,3,NA,NA,NA,NA,NA,NA
81648,27,6,NA,1,2,2019,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81654,32,1,1,3,3,2018,6,1,NA,1,NA,NA,NA,NA,NA,NA
81655,41,1,2,2,4,2018,4,1,NA,1,NA,NA,NA,NA,NA,NA
81662,23,6,NA,1,2,2018,1,NA,2,5,NA,NA,NA,NA,NA,NA
81666,33,6,1,4,1,2019,25,NA,NA,5,NA,NA,NA,NA,NA,NA
81667,15,6,3,3,4,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81669,40,6,NA,1,2,2018,10,NA,NA,5,NA,NA,NA,NA,NA,NA
81672,35,4,NA,1,1,2018,30,2,NA,3,NA,NA,NA,NA,NA,NA
81680,44,1,2,3,2,2019,17,1,NA,1,NA,NA,NA,NA,NA,NA
81682,42,6,2,2,2,2018,5,NA,NA,5,NA,NA,NA,NA,NA,NA
81684,32,1,2,3,2,2018,1,1,NA,1,NA,NA,NA,NA,NA,NA
81686,25,6,3,4,1,2018,2,NA,NA,5,NA,NA,NA,NA,NA,NA
81691,25,6,2,2,1,2018,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81693,15,6,NA,1,2,2018,0,NA,1,5,NA,NA,NA,NA,NA,NA
81700,30,6,2,2,2,2017,4,NA,NA,5,NA,NA,NA,NA,NA,NA
81703,19,6,3,2,1,2018,0,NA,4,5,NA,NA,NA,NA,NA,NA
81705,35,1,1,4,3,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
81708,34,6,1,3,4,2018,2,NA,NA,5,NA,NA,NA,NA,NA,NA
81711,30,6,1,3,1,2018,35,NA,NA,5,NA,NA,NA,NA,NA,NA
81712,46,5,NA,1,1,2017,9,2,NA,4,NA,NA,NA,NA,NA,NA
81713,45,6,NA,1,1,2018,50,NA,NA,5,NA,NA,NA,NA,NA,NA
81714,31,1,NA,1,2,2018,6,1,NA,1,NA,NA,NA,NA,NA,NA
81718,33,6,3,3,2,2017,24,NA,NA,5,NA,NA,NA,NA,NA,NA
81719,29,6,2,2,1,2018,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81720,20,6,2,3,2,2019,4,NA,6,5,NA,NA,NA,NA,NA,NA
81723,41,6,NA,1,2,2018,20,NA,NA,5,NA,NA,NA,NA,NA,NA
81728,18,6,1,3,3,2017,0,NA,2,5,NA,NA,NA,NA,NA,NA
81729,34,2,2,3,4,2017,30,1,NA,3,NA,NA,NA,NA,NA,NA
81734,38,1,NA,1,1,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
81735,15,6,1,2,5,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81736,47,1,2,2,2,2017,50,1,NA,1,NA,NA,NA,NA,NA,NA
81737,37,6,NA,1,2,2019,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81738,40,1,1,4,4,2017,12,2,NA,1,NA,NA,NA,NA,NA,NA
81740,46,1,2,3,4,2019,12,1,NA,1,NA,NA,NA,NA,NA,NA
81741,24,6,3,4,1,2018,3,NA,7,5,NA,NA,NA,NA,NA,NA
81742,42,6,2,2,3,2018,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81743,29,6,2,2,1,2019,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81748,17,6,3,2,1,2019,1,NA,7,5,NA,NA,NA,NA,NA,NA
81753,36,5,2,4,2,2019,5,1,NA,4,NA,NA,NA,NA,NA,NA
81754,34,1,2,3,1,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
81760,36,1,1,2,1,2018,23,1,NA,1,NA,NA,NA,NA,NA,NA
81762,47,1,NA,1,1,2017,9,1,NA,1,NA,NA,NA,NA,NA,NA
81768,31,1,NA,1,1,2019,3,1,NA,1,NA,NA,NA,NA,NA,NA
81772,25,5,NA,1,2,2018,20,1,NA,4,NA,NA,NA,NA,NA,NA
81776,34,2,NA,1,3,2018,10,NA,NA,5,NA,NA,NA,NA,NA,NA
81779,28,1,NA,1,2,2019,6,1,NA,1,NA,NA,NA,NA,NA,NA
81780,39,1,3,2,1,2018,3,1,NA,1,NA,NA,NA,NA,NA,NA
81781,48,6,NA,1,1,2018,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81783,27,6,NA,1,1,2019,9,NA,NA,5,NA,NA,NA,NA,NA,NA
81784,32,1,1,3,2,2018,14,1,NA,1,NA,NA,NA,NA,NA,NA
81785,45,1,NA,1,2,2018,10,1,NA,1,NA,NA,NA,NA,NA,NA
81786,46,6,3,2,4,2018,20,NA,NA,5,NA,NA,NA,NA,NA,NA
81791,30,6,NA,1,1,2017,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81797,27,6,NA,1,1,2018,2,NA,NA,5,NA,NA,NA,NA,NA,NA
81800,49,4,2,3,3,2019,11,1,NA,3,NA,NA,NA,NA,NA,NA
81805,39,1,NA,1,1,2017,4,1,NA,1,NA,NA,NA,NA,NA,NA
81806,36,6,2,3,1,2018,0,NA,NA,5,NA,NA,NA,NA,NA,NA
81808,18,6,2,2,3,2019,20,NA,7,5,NA,NA,NA,NA,NA,NA
81812,33,2,NA,1,2,2018,15,NA,NA,5,NA,NA,NA,NA,NA,NA
81814,42,5,NA,1,2,2018,5,1,NA,4,NA,NA,NA,NA,NA,NA
81815,24,6,NA,1,3,2018,14,NA,6,5,NA,NA,NA,NA,NA,NA
81816,24,6,NA,1,2,2019,8,NA,2,5,NA,NA,NA,NA,NA,NA
81819,27,6,NA,1,2,2018,3,NA,NA,5,NA,NA,NA,NA,NA,NA
81821,19,6,3,3,2,2019,1,NA,3,5,NA,NA,NA,NA,NA,NA
81822,17,6,NA,1,2,2019,0,NA,7,5,NA,NA,NA,NA,NA,NA
81824,25,6,NA,1,1,2019,3,NA,NA,5,NA,NA,NA,NA,NA,NA
81829,44,1,NA,1,3,2017,8,2,NA,1,NA,NA,NA,NA,NA,NA
81830,45,6,2,4,1,2018,4,NA,NA,5,NA,NA,NA,NA,NA,NA
81846,42,2,2,2,1,2019,12,NA,NA,5,NA,NA,NA,NA,NA,NA
81858,49,6,NA,1,5,2017,5,NA,NA,5,NA,NA,NA,NA,NA,NA
81860,44,6,3,3,2,2018,50,NA,NA,5,NA,NA,NA,NA,NA,NA
81861,26,6,NA,1,2,2019,10,NA,NA,5,NA,NA,NA,NA,NA,NA
81862,16,6,2,2,3,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81863,17,6,2,3,2,2019,0,NA,2,5,NA,NA,NA,NA,NA,NA
81865,36,6,2,2,2,2019,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81866,31,1,1,4,4,2017,2,1,NA,1,NA,NA,NA,NA,NA,NA
81868,18,6,2,4,1,2018,2,NA,7,5,NA,NA,NA,NA,NA,NA
81869,33,6,NA,1,1,2018,11,NA,NA,5,NA,NA,NA,NA,NA,NA
81870,41,6,NA,1,2,2019,12,NA,NA,5,NA,NA,NA,NA,NA,NA
81872,29,1,2,2,1,2018,3,1,NA,1,NA,NA,NA,NA,NA,NA
81874,39,5,3,4,2,2019,1,1,NA,4,NA,NA,NA,NA,NA,NA
81877,18,6,2,2,2,2018,0,NA,4,5,NA,NA,NA,NA,NA,NA
81878,35,1,NA,1,1,2018,5,2,NA,1,NA,NA,NA,NA,NA,NA
81881,34,1,2,2,2,2018,10,1,NA,1,NA,NA,NA,NA,NA,NA
81884,28,2,1,2,3,2019,2,NA,NA,5,NA,NA,NA,NA,NA,NA
81888,25,6,2,4,2,2018,1,NA,NA,5,NA,NA,NA,NA,NA,NA
81889,36,1,2,3,2,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
81891,27,6,NA,1,1,2018,20,NA,NA,5,NA,NA,NA,NA,NA,NA
81893,37,6,NA,1,1,2018,5,NA,NA,5,NA,NA,NA,NA,NA,NA
81895,48,1,3,2,2,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
81900,46,1,1,3,4,2018,1,1,NA,1,NA,NA,NA,NA,NA,NA
81905,22,6,2,3,4,2019,15,NA,2,5,NA,NA,NA,NA,NA,NA
81906,33,4,NA,1,1,2018,40,1,NA,3,NA,NA,NA,NA,NA,NA
81909,39,6,1,4,4,2018,17,NA,NA,5,NA,NA,NA,NA,NA,NA
81911,38,1,1,4,4,2017,3,1,NA,1,NA,NA,NA,NA,NA,NA
81912,27,1,1,3,4,2019,8,1,NA,1,NA,NA,NA,NA,NA,NA
81913,34,1,1,2,3,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
81916,19,6,3,3,3,2018,0,NA,1,5,NA,NA,NA,NA,NA,NA
81917,18,6,2,3,3,2017,2,NA,2,5,NA,NA,NA,NA,NA,NA
81919,29,5,1,3,4,2018,2,1,NA,4,NA,NA,NA,NA,NA,NA
81928,23,6,NA,1,3,2018,2,NA,6,5,NA,NA,NA,NA,NA,NA
81929,35,2,1,2,4,2018,1,NA,NA,5,NA,NA,NA,NA,NA,NA
81931,43,1,1,4,2,2018,4,1,NA,1,NA,NA,NA,NA,NA,NA
81934,37,1,NA,1,1,2018,5,1,NA,1,NA,NA,NA,NA,NA,NA
81935,28,1,1,3,5,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
81936,15,6,1,2,2,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81937,35,5,2,2,2,2019,4,1,NA,4,NA,NA,NA,NA,NA,NA
81942,17,6,1,3,4,2019,0,NA,1,5,NA,NA,NA,NA,NA,NA
81945,45,6,2,3,2,2019,30,NA,NA,5,NA,NA,NA,NA,NA,NA
81946,22,6,2,3,3,2017,5,NA,6,5,NA,NA,NA,NA,NA,NA
81949,28,6,NA,1,1,2018,1,NA,NA,5,NA,NA,NA,NA,NA,NA
81954,20,6,NA,1,2,2018,5,NA,2,5,NA,NA,NA,NA,NA,NA
81955,47,6,2,3,3,2017,5,NA,NA,5,NA,NA,NA,NA,NA,NA
81957,35,6,2,2,3,2019,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81958,33,6,1,3,4,2019,40,NA,NA,5,NA,NA,NA,NA,NA,NA
81960,18,6,1,3,4,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
81961,42,2,NA,1,1,2018,7,NA,NA,5,NA,NA,NA,NA,NA,NA
81968,31,6,2,2,1,2019,28,NA,NA,5,NA,NA,NA,NA,NA,NA
81970,29,1,1,3,1,2019,11,1,NA,1,NA,NA,NA,NA,NA,NA
81972,33,6,2,2,2,2019,6,NA,NA,5,NA,NA,NA,NA,NA,NA
81973,41,1,NA,1,5,2019,5,1,NA,1,NA,NA,NA,NA,NA,NA
81976,18,6,NA,1,1,2018,3,NA,7,5,NA,NA,NA,NA,NA,NA
81977,48,4,2,3,2,2019,4,1,NA,3,NA,NA,NA,NA,NA,NA
81980,33,6,2,3,2,2019,3,NA,NA,5,NA,NA,NA,NA,NA,NA
81981,45,1,2,4,1,2018,5,1,NA,1,NA,NA,NA,NA,NA,NA
81982,20,6,NA,1,2,2019,20,NA,7,5,NA,NA,NA,NA,NA,NA
81988,47,4,2,3,2,2019,3,1,NA,3,NA,NA,NA,NA,NA,NA
81989,35,5,3,4,1,2019,6,1,NA,4,NA,NA,NA,NA,NA,NA
81992,49,1,NA,1,1,2018,11,1,NA,1,NA,NA,NA,NA,NA,NA
81993,24,6,NA,1,4,2017,10,NA,2,5,NA,NA,NA,NA,NA,NA
81997,18,6,NA,1,3,2018,2,NA,7,5,NA,NA,NA,NA,NA,NA
81998,28,6,NA,1,2,2019,5,NA,NA,5,NA,NA,NA,NA,NA,NA
82000,22,2,1,3,4,2018,40,NA,1,5,NA,NA,NA,NA,NA,NA
82001,15,6,2,2,3,2019,3,NA,1,5,NA,NA,NA,NA,NA,NA
82002,35,2,1,3,4,2018,6,NA,NA,5,NA,NA,NA,NA,NA,NA
82006,37,1,1,4,3,2019,3,1,NA,1,NA,NA,NA,NA,NA,NA
82010,46,1,2,3,1,2018,9,1,NA,1,NA,NA,NA,NA,NA,NA
82015,25,6,2,3,3,2018,3,NA,NA,5,NA,NA,NA,NA,NA,NA
82016,17,6,3,3,2,2018,2,NA,7,5,NA,NA,NA,NA,NA,NA
82017,32,2,1,4,4,2018,1,NA,NA,5,NA,NA,NA,NA,NA,NA
82018,48,1,1,3,3,2019,6,1,NA,1,NA,NA,NA,NA,NA,NA
82021,18,6,NA,1,1,2017,1,NA,6,5,NA,NA,NA,NA,NA,NA
82022,22,6,3,2,3,2018,50,NA,5,5,NA,NA,NA,NA,NA,NA
82023,41,6,2,3,2,2017,16,NA,NA,5,NA,NA,NA,NA,NA,NA
82024,19,6,2,1,2,2019,0,NA,1,5,NA,NA,NA,NA,NA,NA
82026,48,1,1,3,3,2017,20,1,NA,1,NA,NA,NA,NA,NA,NA
82028,42,5,2,3,5,2019,20,1,NA,4,NA,NA,NA,NA,NA,NA
82029,15,6,2,4,2,2019,0,NA,5,5,NA,NA,NA,NA,NA,NA
82030,28,6,1,3,4,2018,2,NA,NA,5,NA,NA,NA,NA,NA,NA
82032,18,6,NA,1,1,2018,1,NA,6,5,NA,NA,NA,NA,NA,NA
82033,44,1,2,3,1,2017,5,1,NA,1,NA,NA,NA,NA,NA,NA
82036,35,2,NA,1,2,2019,10,1,NA,3,NA,NA,NA,NA,NA,NA
82039,33,5,2,3,2,2018,20,1,NA,4,NA,NA,NA,NA,NA,NA
82043,18,6,NA,1,1,2019,1,NA,2,5,NA,NA,NA,NA,NA,NA
82046,30,6,2,3,5,2018,4,NA,NA,5,NA,NA,NA,NA,NA,NA
82048,28,6,3,3,2,2019,50,NA,NA,5,NA,NA,NA,NA,NA,NA
82056,22,6,2,2,3,2018,6,NA,2,5,NA,NA,NA,NA,NA,NA
82057,35,1,2,4,1,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
82058,30,6,1,3,3,2019,18,NA,NA,5,NA,NA,NA,NA,NA,NA
82060,33,1,NA,1,1,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
82063,37,4,1,3,2,2018,11,1,NA,3,NA,NA,NA,NA,NA,NA
82064,45,1,NA,1,2,2017,3,1,NA,1,NA,NA,NA,NA,NA,NA
82066,22,6,1,2,2,2019,7,NA,2,5,NA,NA,NA,NA,NA,NA
82073,16,6,3,2,3,2018,0,NA,3,5,NA,NA,NA,NA,NA,NA
82074,44,1,3,4,3,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
82075,32,6,2,2,3,2019,3,NA,NA,5,NA,NA,NA,NA,NA,NA
82076,42,2,2,3,4,2019,25,NA,NA,5,NA,NA,NA,NA,NA,NA
82077,20,6,2,3,1,2017,2,NA,2,5,NA,NA,NA,NA,NA,NA
82083,22,1,1,2,4,2018,1,1,5,1,NA,NA,NA,NA,NA,NA
82085,46,1,3,3,5,2018,5,2,NA,1,NA,NA,NA,NA,NA,NA
82086,45,4,2,3,4,2019,17,1,NA,3,NA,NA,NA,NA,NA,NA
82089,32,4,NA,1,2,2018,6,1,NA,3,NA,NA,NA,NA,NA,NA
82090,42,1,1,3,3,2017,1,1,NA,1,NA,NA,NA,NA,NA,NA
82092,30,2,NA,1,1,2017,6,NA,NA,5,NA,NA,NA,NA,NA,NA
82093,15,6,1,3,1,2017,0,NA,2,5,NA,NA,NA,NA,NA,NA
82097,15,6,NA,1,1,2019,0,NA,7,5,NA,NA,NA,NA,NA,NA
82099,21,6,1,3,4,2018,0,NA,1,5,NA,NA,NA,NA,NA,NA
82100,31,6,1,2,4,2018,6,NA,NA,5,NA,NA,NA,NA,NA,NA
82102,30,1,2,2,1,2018,8,1,NA,1,NA,NA,NA,NA,NA,NA
82104,21,6,2,2,4,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
82106,49,1,3,3,1,2019,15,1,NA,1,NA,NA,NA,NA,NA,NA
82110,18,6,NA,1,3,2018,0,NA,7,5,NA,NA,NA,NA,NA,NA
82113,28,2,NA,1,2,2019,3,NA,NA,5,NA,NA,NA,NA,NA,NA
82114,41,1,2,4,2,2019,2,1,NA,1,NA,NA,NA,NA,NA,NA
82117,23,6,2,3,2,2019,1,NA,1,5,NA,NA,NA,NA,NA,NA
82120,18,6,NA,1,5,2018,0,NA,5,5,NA,NA,NA,NA,NA,NA
82121,45,2,3,3,4,2017,50,1,NA,3,NA,NA,NA,NA,NA,NA
82123,16,6,1,4,3,2019,0,NA,1,5,NA,NA,NA,NA,NA,NA
82124,18,6,1,2,2,2019,5,NA,1,5,NA,NA,NA,NA,NA,NA
82130,30,1,NA,1,3,2017,16,1,NA,1,NA,NA,NA,NA,NA,NA
82132,38,1,2,2,2,2019,1,1,NA,1,NA,NA,NA,NA,NA,NA
82135,16,6,2,3,2,2018,0,NA,2,5,NA,NA,NA,NA,NA,NA
82137,30,6,NA,1,2,2018,3,NA,NA,5,NA,NA,NA,NA,NA,NA
82139,25,1,NA,1,2,2018,1,1,NA,1,NA,NA,NA,NA,NA,NA
82142,18,6,1,4,1,2019,0,NA,7,5,NA,NA,NA,NA,NA,NA
82144,34,1,NA,1,1,2019,4,1,NA,1,NA,NA,NA,NA,NA,NA
82146,41,1,NA,1,1,2018,14,1,NA,1,NA,NA,NA,NA,NA,NA
82147,28,1,NA,1,3,2018,3,1,NA,1,NA,NA,NA,NA,NA,NA
82148,29,6,NA,1,5,2018,11,NA,NA,5,NA,NA,NA,NA,NA,NA
82150,26,1,1,2,3,2019,2,1,NA,1,NA,NA,NA,NA,NA,NA
82154,23,6,2,4,1,2019,0,NA,1,5,NA,NA,NA,NA,NA,NA
82155,35,6,1,3,4,2019,23,NA,NA,5,NA,NA,NA,NA,NA,NA
82158,23,6,2,3,1,2017,2,NA,2,5,NA,NA,NA,NA,NA,NA
82162,29,1,2,3,3,2019,12,1,NA,1,NA,NA,NA,NA,NA,NA
